"23","2003-06-24","intitle:""""Index of"""" """".htpasswd"""" """"htgroup""""  -intitle:""""dist"""" -apache -htpasswd.c","There's nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. And what if the passwords are hashed? A password cracker can eat cheesy password hashes faster than Elvis eatin' jelly doughnuts. Bravo googleDorks! Good show!You'll need to sift through these results a bit..."
"24","0000-00-00","
<html xmlns=""""http://www.w3.org/1999/xhtml"""">
<head>
<meta http-equiv=""""Content-Type"""" content=""""text/html; charset=utf-8"""" />
	<title>Database Error</title>

</head>
<body>
	<h1>Error establishing a database connection</h1>
<","l>
<html xmlns=""""http://www.w3.org/1999/xhtml"""">
<head>
<meta http-equiv=""""Content-Type"""" content=""""text/html; charset=utf-8"""" />
	<title>Database Error</title>

</head>
<body>
	<h1>Error establishing a database connection</h1>
</b"
"25","2003-06-24","intitle:""""Index of..etc"""" passwd","There's nothing that defines a googleDork more than getting your PASSWORDS grabbed by Google for the world to see. Truly the epitome of a googleDork. And what if the passwords are hashed? A password cracker can eat cheesy password hashes faster than Elvis eatin' jelly doughnuts. Bravo googleDorks! Good show!"
"26","2003-06-24","buddylist.blt","These searches bring up common names for AOL Instant Messenger """"buddylists"""". These lists contain screen names of your """"online buddies"""" in Instant Messenger. Not that's not too terribly exciting or stupid unless you want to mess with someone's mind, and besides, some people make these public on purpose. The thing that's interesting are the files that get stored ALONG WITH buddylists. Often this stuff includes downloaded pictures, resumes, all sorts of things. This is really for the peepers out there, and it' possible to spend countless hours rifling through people's personal crap. Also try buddylist.blt, buddy.blt, buddies.blt."
"27","2003-06-24","intitle:index.of config.php","This search brings up sites with """"config.php"""" files. To skip the technical discussion, this configuration file contains both a username and a password for an SQL database. Most sites with forums run a PHP message base. This file gives you the keys to that forum, including FULL ADMIN access to the database. Way to go, googleDorks!!"
"28","2004-11-18","intitle:phpinfo """"PHP Version""""","this brings up sites with phpinfo(). There is SO much cool stuff in here that you just have to check one out for yourself! I mean full blown system versioning, SSL version, sendmail version and path, ftp, LDAP, SQL info, Apache mods, Apache env vars, *sigh* the list goes on and on! Thanks """"joe!"""" =)"
"29","2003-06-24","""""supplied argument is not a valid MySQL result resource""""","One of many potential error messages that spew interesting information. The results of this message give you real path names inside the webserver as well as more php scripts for potential """"crawling"""" activities."
"31","2003-06-27","intitle:index.of robots.txt","The robots.txt file contains """"rules"""" about where web spiders are allowed (and NOT allowed) to look in a website's directory structure. Without over-complicating things, this means that the robots.txt file gives a mini-roadmap of what's somewhat public and what's considered more private on a web site. Have a look at the robots.txt file itself, it contains interesting stuff.However, don't forget to check out the other files in these directories since they are usually at the top directory level of the web server!"
"32","2003-06-27","index.of passlist","I'm not sure what uses this, but the passlist and passlist.txt files contain passwords in CLEARTEXT! That's right, no decoding/decrypting/encrypting required. How easy is this?*sigh*Supreme googledorkage"
"33","2003-06-27","index.of.secret","What kinds of goodies lurk in directories marked as """"secret?"""" Find out..."
"34","2003-06-27","index.of.private","What kinds of things might you find in directories marked """"private?"""" let's find out...."
"35","2003-06-27","index.of.etc","This search gets you access to the etc directory, where many many many types of password files can be found. This link is not as reliable, but crawling etc directories can be really fun!"
"36","2003-06-27","index.of.winnt","The WINNT directory is the directory that Windows NT is installed into by default. Now just because google can find them, this doesn't necessarily mean that these are Windows NT directories that made their way onto the web. However, sometimes this happens. Other times, they aren't Windows NT directories, but backup directories for Windows NT data. Wither way, worthy of a nomination."
"37","2003-06-27","index.of.secure","What could be hiding in directories marked as """"secure?"""" let's find out..."
"38","2003-06-27","index.of.protected","What could be in a directory marked as """"protected?"""" Let's find out..."
"39","2003-06-27","index.of.password","These directories are named """"password."""" I wonder what you might find in here. Warning: sometimes p0rn sites make directories on servers with directories named """"password"""" and single html files inside named things liks """"horny.htm"""" or """"brittany.htm."""" These are to boost their search results. Don't click them (unless you want to be buried in an avalanche of p0rn..."
"40","2003-06-27","""""This report was generated by WebLog""""","These are weblog-generated statistics for web sites... A roadmap of files, referrers, errors, statistics... yummy... a schmorgasbord! =P"
"41","2003-06-30","""""These statistics were produced by getstats""""","Another web statistics package. This one originated from a google scan of an ivy league college. *sigh*There's sooo much stuff in here!"
"42","2003-06-30","""""This summary was generated by wwwstat""""","More www statistics on the web. This one is very nice.. Lots of directory info, and client access statistics, email addresses.. lots os good stuff.You know, these are SOOO dangerous, especially if INTRANET users get logged... talk about mapping out an intranet quickly...thanks, sac =)"
"43","2003-06-30","intitle:index.of haccess.ctl","this is the frontpage(?) equivalent of htaccess, I believe. Anyhow, this file describes who can access the directory of the web server and where the other authorization files are. nice find."
"44","2003-06-30","filetype:ctl Basic","haccess.ctl is the frontpage(?) equivalent of the .htaccess file. Either way, this file decribes who can access a web page, and should not be shown to web surfers. Way to go, googledork. =PThis method is very reliable due to the use of this google query:filetype:ctl BasicThis pulls out the file by name then searches for a string inside of it (Basic) which appears in the standard template for this file."
"45","2003-06-30","filetype:xls username password email","This search shows Microsoft Excel spreadsheets containing the words username, password and email. Beware that there are a ton of blank """"template"""" forms to weed through, but you can tell from the Google summary that some of these are winners... err losers.. depending on your perspective."
"46","2003-07-08","inurl:shop """"Hassan Consulting's Shopping Cart Version 1.18""""","These servers can be messed with in many ways. One specific way is by way of the """"../"""" bug. This lets you cruise around the web server in a somewhat limited fashion."
"47","2003-07-10","site:edu admin grades","I never really thought about this until I started coming up with juicy examples for DEFCON 11.. A few GLARINGLY bad examples contain not only student grades and names, but also social security numbers, securing the highest of all googledork ratings!"
"48","2003-07-11","allinurl:auth_user_file.txt","DCForum's password file. This file gives a list of (crackable) passwords, usernames and email addresses for DCForum and for DCShop (a shopping cart program(!!!). Some lists are bigger than others, all are fun, and all belong to googledorks. =)"
"49","2003-07-29","inurl:config.php dbuname dbpass","The old config.php script. This puppy should be held very closely. It should never be viewable to your web visitors because it contains CLEARTEXT usernames and passwords!The hishest of all googledorks ratings!"
"50","2003-08-07","inurl:tech-support inurl:show Cisco","This is a way to find Cisco products with an open web interface. These are generally supposed to be user and password protected. Google finds ones that aren't. Be sure to use Google's cache if you have trouble connecting. Also, there are very few results (2 at the time of posting.)"
"51","2003-08-11","i_index.shtml Ready","These printers are not-only web-enabled, but their management interface somehow got crawled by google! These puppies should not be public! You can really muck with these printers. In some cases, going to the """"password.shtml"""" page, you can even lock out the admins if a username and password has not already been set! Thanks to mephisteau@yahoo.co.uk for the idea =)"
"52","2003-08-11","aboutprinter.shtml","More Xerox printers on the web! Google found these printers. Should their management interface be open to the WHOLE INTERNET? I think not."
"53","2003-08-15","""""Chatologica MetaSearch"""" """"stack tracking:""""","There is soo much crap in this error message... Apache version, CGI environment vars, path names, stack-freaking-dumps, process ID's, perl version, yadda yadda yadda..."
"54","2003-08-19","intitle:index.of mystuff.xml","This particular file contains web links that trillian users have entered into the tool. Trillian combines many different messaging programs into one tool. AIM, MSN, Yahoo, ICQ, IRC, etc. Although this particular file is fairly benign, check out the other files in the same directory. There is usually great stuff here!"
"55","2003-08-19","intitle:index.of trillian.ini","Trillian pulls together all sort of messaging clients like AIM MSN, Yahoo, IRC, ICQ, etc. The various ini files that trillian uses include files like aim.ini and msn.ini. These ini files contain encoded passwords, usernames, buddy lists, and all sorts of other fun things. Thanks for putting these on the web for us, googledorks!"
"56","2003-09-09","intitle:admin intitle:login","Admin Login pages. Now, the existance of this page does not necessarily mean a server is vulnerable, but it sure is handy to let Google do the discovering for you, no? Let's face it, if you're trying to hack into a web server, this is one of the more obvious places to poke."
"57","2004-01-09","""""ORA-00921: unexpected end of SQL command""""","Another SQL error message from Cesar. This one coughs up full web pathnames and/or php filenames."
"58","2004-01-23","inurl:passlist.txt","Cleartext passwords. No decryption required!"
"59","2004-03-04","inurl:sitebuildercontent","This is a default directory for the sitebuilder web design software program. If these people posted web pages with default sitebuilder sirectory names, I wonder what else they got wrong?"
"60","2004-03-04","inurl:sitebuilderfiles","This is a default directory for the sitebuilder web design software program. If these people posted web pages with default sitebuilder sirectory names, I wonder what else they got wrong?"
"61","2004-03-04","inurl:sitebuilderpictures","This is a default directory for the sitebuilder web design software program. If these people posted web pages with default sitebuilder sirectory names, I wonder what else they got wrong?"
"62","2004-03-04","filetype:htpasswd htpasswd","This is a nifty way to find htpasswd files. Htpasswd files contain usernames and crackable passwords for web pages and directories. They're supposed to be server-side, not available to web clients! *duh*"
"63","2004-03-04","""""YaBB SE Dev Team""""","Yet Another Bulletin Board (YABB) SE (versions 1.5.4 and 1.5.5 and perhaps others) contain an SQL injection vulnerability which may allow several attacks including unauthorized database modification or viewing. See http://www.securityfocus.com/bid/9674for more information. Also see http://www.securityfocus.com/bid/9677for information about an information leakage vulnerability in versions YaBB Gold - Sp 1.3.1 and others."
"64","2004-03-04","inurl:custva.asp","The EarlyImpact Productcart contains multiple vulnerabilites, which could exploited to allow an attacker to steal user credentials or mount other attacks. See http://www.securityfocus.com/bid/9669 for more informationfor more information. Also see http://www.securityfocus.com/bid/9677for information about an information leakage vulnerability in versions YaBB Gold - Sp 1.3.1 and others."
"65","2004-03-04","""""Powered by mnoGoSearch - free web search engine software""""","According to http://www.securityfocus.com/bid/9667, certain versions of mnGoSearch contain a buffer overflow vulnerability which allow an attacker to execute commands on the server."
"66","2004-03-04","intitle:""""the page cannot be found"""" inetmgr","IIS 4.0 servers. Extrememly old, incredibly easy to hack..."
"67","2004-03-04","intitle:""""the page cannot be found"""" """"2004 microsoft corporation""""","Windows 2000 web servers. Aging, fairly easy to hack, especially out of the box..."
"68","2004-03-04","intitle:""""the page cannot be found"""" """"internet information services""""","This query finds various types of IIS servers. This error message is fairly indicative of a somewhat unmodified IIS server, meaning it may be easier to break into..."
"69","2004-03-04","""""# phpMyAdmin MySQL-Dump"""" filetype:txt","From phpmyadmin.net : """"phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW."""" Great, easy to use, but don't leave your database dumps laying around on the web. They contain all SORTS of sensitive information..."
"70","2004-03-04","""""# phpMyAdmin MySQL-Dump"""" """"INSERT INTO"""" -""""the""""","From phpmyadmin.net : """"phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW."""" Great, easy to use, but don't leave your database dumps laying around on the web. They contain all SORTS of sensitive information..."
"71","2004-03-04","intitle:""""Gallery in Configuration mode""""","Gallery is a nice little php program that allows users to post personal pictures on their website. So handy, in fact, that I use it on my site! However, the Gallery configuration mode allows outsiders to make changes to your gallery. This is why you shouldn't leave your gallery in configuration mode. These people, unfortunately, have done just that!"
"72","2004-03-04","intitle:index.of cgiirc.config","CGIIRC is a web-based IRC client. Very cool stuff. The cgiirc.config file lists the options for this porgram, including the default sites that can be attached to, server passwords, and crypts of admin passwords. This file is for CGIIRC, not Google surfers!"
"73","2004-03-04","inurl:cgiirc.config","This is another less reliable way of finding the cgiirc.config file. CGIIRC is a web-based IRC client. Very cool stuff. The cgiirc.config file lists the options for this porgram, including the default sites that can be attached to, server passwords, and crypts of admin passwords. This file is for CGIIRC, not Google surfers!"
"74","2004-03-04","inurl:ipsec.secrets -history -bugs","from the manpage for ipsec_secrets: """"It is vital that these secrets be protected. The file should be owned by the super-user, and its permissions should be set to block all access by others."""" So let's make it plain: DO NOT SHOW THIS FILE TO ANYONE! Googledorks rejoice, these files are on the web!"
"75","2004-03-04","inurl:ipsec.secrets """"holds shared secrets""""","from the manpage for ipsec_secrets: """"It is vital that these secrets be protected. The file should be owned by the super-user, and its permissions should be set to block all access by others."""" So let's make it plain: DO NOT SHOW THIS FILE TO ANYONE! Googledorks rejoice, these files are on the web!"
"76","2004-03-04","inurl:ipsec.conf -intitle:manpage","The ipsec.conf file could help hackers figure out what uber-secure users of freeS/WAN are protecting...."
"77","2004-03-04","intitle:""""500 Internal Server Error"""" """"server at""""","This one shows the type of web server running on the site, and has the ability to show other information depending on how the message is internally formatted."
"78","2004-03-04","""""mySQL error with query""""","Another error message, this appears when an SQL query bails. This is a generic mySQL message, so there's all sort of information hackers can use, depending on the actual error message..."
"79","2004-03-04","""""You have an error in your SQL syntax near""""","Another generic SQL message, this message can display path names and partial SQL code, both of which are very helpful for hackers..."
"81","2004-03-04","""""ORA-00936: missing expression""""","A generic ORACLE error message, this message can display path names, function names, filenames and partial database code, all of which are very helpful for hackers..."
"83","2004-03-04","""""ORA-00933: SQL command not properly ended""""","An Oracle error message, this message can display path names, function names, filenames and partial SQL code, all of which are very helpful for hackers..."
"84","2004-03-04","""""Unclosed quotation mark before the character string""""","An SQL Server error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"85","2004-03-04","""""Incorrect syntax near""""","An SQL Server error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"86","2004-03-04","""""Incorrect syntax near"""" -the","An SQL Server error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"87","2004-03-04","""""PostgreSQL query failed:  ERROR:  parser: parse error""""","An PostgreSQL error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"88","2004-03-04","""""Supplied argument is not a valid PostgreSQL result""""","An PostgreSQL error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"89","2004-03-04","""""Syntax error in query expression """" -the","An Access error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"90","2004-03-04","""""An illegal character has been found in the statement"""" -""""previous message""""","An Informix error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"91","2004-03-04","""""A syntax error has occurred"""" filetype:ihtml","An Informix error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers"
"92","2004-03-04","""""detected an internal error [IBM][CLI Driver][DB2/6000]""""","A DB2 error message, this message can display path names, function names, filenames, partial code and program state, all of which are very helpful for hackers..."
"93","2004-03-04","An unexpected token """"END-OF-STATEMENT"""" was found","A DB2 error message, this message can display path names, function names, filenames, partial code and program state, all of which are very helpful for hackers..."
"94","2004-03-04","intitle:""""statistics of"""" """"advanced web statistics""""","the awstats program shows web statistics for web servers. This information includes who is visiting the site, what pages they visit, error codes produced, filetypes hosted on the server, number of hits, and more which can provide very interesting recon information for an attacker."
"95","2004-03-04","intitle:""""Usage Statistics for"""" """"Generated by Webalizer""""","The webalizer program shows web statistics for web servers. This information includes who is visiting the site, what pages they visit, error codes produced, filetypes hosted on the server, number of hits, referrers, exit pages, and more which can provide very interesting recon information for an attacker."
"96","2004-03-04","""""robots.txt"""" """"Disallow:"""" filetype:txt","The robots.txt file serves as a set of instructions for web crawlers. The """"disallow"""" tag tells a web crawler where NOT to look, for whatever reason. Hackers will always go to those places first!"
"97","2004-08-25","""""Warning: pg_connect(): Unable to connect to PostgreSQL server: FATAL""""","This search reveals Postgresql servers in yet another way then we had seen before. Path information appears in the error message and sometimes database names."
"98","2004-03-04","""""phpMyAdmin"""" """"running on"""" inurl:""""main.php""""","From phpmyadmin.net : """"phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW."""" Great, easy to use, but lock it down! Things you can do include viewing MySQL runtime information and  system variables, show processes, reloading MySQL, changing privileges, and modifying or exporting databases. Hacker-fodder for sure!"
"99","2004-03-04","inurl:main.php phpMyAdmin","From phpmyadmin.net : """"phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW."""" Great, easy to use, but lock it down! Things you can do include viewing MySQL runtime information and  system variables, show processes, reloading MySQL, changing privileges, and modifying or exporting databases. Hacker-fodder for sure!"
"100","2004-03-04","inurl:main.php Welcome to phpMyAdmin","From phpmyadmin.net : """"phpMyAdmin is a tool written in PHP intended to handle the administration of MySQL over the WWW."""" Great, easy to use, but lock it down! Things you can do include viewing MySQL runtime information and  system variables, show processes, reloading MySQL, changing privileges, and modifying or exporting databases. Hacker-fodder for sure!"
"101","2004-03-04","""""Warning: Cannot modify header information - headers already sent""""","A PHP error message, this message can display path names, function names, filenames and partial code, all of which are very helpful for hackers..."
"102","2004-03-04","intitle:""""wbem"""" compaq login """"Compaq Information Technologies Group""""","These devices are running HP Insight Management Agents for Servers which """"provide device information for all managed subsystems. Alerts are generated by SNMP traps."""" The information on these pages include server addresses and other assorted SNMP information."
"103","2004-03-04","intitle:osCommerce inurl:admin intext:""""redistributable under the GNU""""intext:""""Online Catalog"""" -demo -site:oscommerce.com","This is a decent way to explore the admin interface of osCommerce e-commerce sites. Depending on how bad the setup of the web store is, web surfers can even Google their way into customer details and order status, all from the Google cache."
"104","2004-03-04","intitle:index.of """"Apache"""" """"server at""""","This is a very basic string found on directory listing pages which show the version of the Apache web server. Hackers can use this information to find vulnerable targets without querying the servers."
"105","2004-03-04","""""access denied for user"""" """"using password""""","Another SQL error message, this message can display the username, database, path names and partial SQL code, all of which are very helpful for hackers..."
"106","2004-03-04","intitle:""""Under construction"""" """"does not currently have""""","This error message can be used to narrow down the operating system and web server version which can be used by hackers to mount a specific attack."
"107","2004-03-04","""""seeing this instead"""" intitle:""""test page for apache""""","This is the default web page for Apache 1.3.11 - 1.3.26. Hackers can use this information to determine the version of the web server, or to search Google for vulnerable targets. In addition, this indicates that the web server is not well maintained."
"108","2004-03-04","intitle:""""Test Page for Apache"""" """"It Worked!""""","This is the default web page for Apache 1.2.6 - 1.3.9. Hackers can use this information to determine the version of the web server, or to search Google for vulnerable targets. In addition, this indicates that the web server is not well maintained."
"109","2004-03-04","intitle:""""Test Page for Apache"""" """"It Worked!"""" """"on this web""""","This is the default web page for Apache 1.2.6 - 1.3.9. Hackers can use this information to determine the version of the web server, or to search Google for vulnerable targets. In addition, this indicates that the web server is not well maintained."
"110","2004-03-04","""""Can't connect to local"""" intitle:warning","Another SQL error message, this message can display database name, path names and partial SQL code, all of which are very helpful for hackers..."
"111","2004-03-04","intitle:index.of dead.letter","dead.letter contains the contents of unfinished emails created on the UNIX platform. Emails (finished or not) can contain sensitive information."
"112","2004-03-04","intitle:index.of ws_ftp.ini","ws_ftp.ini is a configuration file for a popular FTP client that stores usernames, (weakly) encoded passwords, sites and directories that the user can store for later reference. These should not be on the web!"
"113","2004-03-04","intitle:index.of administrators.pwd","This file contains administrative user names and (weakly) encrypted password for Microsoft Front Page. The file should not be readble to the general public."
"114","2004-03-04","inurl:secring ext:skr | ext:pgp | ext:bak","This file is the secret keyring for PGP encryption. Armed with this file (and perhaps a passphrase), a malicious user can read all your encrypted files! This should not be posted on the web!"
"115","2004-03-04","intitle:Index.of etc shadow","This file contains usernames and (lame) encrypted passwords! Armed with this file and a decent password cracker, an attacker can crack passwords and log into a UNIX system."
"116","2004-03-04","inurl:ManyServers.htm","Microsoft Terminal Services Multiple Clients pages. These pages are not necessarily insecure, sine many layers of security can be wrapped around the actual use of this service, but simply being able to find these in Google gives hackers an informational advantage, and many of the sites are not implemented securely."
"117","2004-03-04","intitle:""""Terminal Services Web Connection""""","Microsoft Terminal Services Web Connector pages. These pages are not necessarily insecure, sine many layers of security can be wrapped around the actual use of this service, but simply being able to find these in Google gives hackers an informational advantage, and many of the sites are not implemented securely. In the worst case scenario these pages may allow an attacker to bypass a firewall gaining access to a """"protected"""" machine."
"118","2004-03-04","intitle:""""Remote Desktop Web Connection""""","Microsoft Remote Desktop Connection Web Connection pages. These pages are not necessarily insecure, sine many layers of security can be wrapped around the actual use of this service, but simply being able to find these in Google gives hackers an informational advantage, and many of the sites are not implemented securely. In the worst case scenario these pages may allow an attacker to bypass a firewall gaining access to an otherwise inaccessible machine."
"119","0000-00-00","""""Welcome to Intranet""""","According to whatis.com: """"An intranet is a private network that is contained within an enterprise. [...] The main purpose of an intranet is to share company information and computing resources among employees [...] and in general looks like a private version of the Internet."""" Intranets, by definition should not be available to the Internet's unwashed masses as they may contain private corporate information."
"120","2004-03-04","inurl:search.php vbulletin","Version 3.0.0 candidate 4 and earlier of Vbulletin may have a cross-site scripting vulnerability. See http://www.securityfocus.com/bid/9656 for more info."
"121","2004-03-14","inurl:footer.inc.php","From http://www.securityfocus.com/bid/9664, the AllMyPHP family of products (Versions 0.1.2 - 0.4) contains several potential vulnerabilities, som elalowing an attacker to execute malicious code on the web server."
"122","2004-03-14","inurl:info.inc.php","From http://www.securityfocus.com/bid/9664, the AllMyPHP family of products (Versions 0.1.2 - 0.4) contains several potential vulnerabilities, som elalowing an attacker to execute malicious code on the web server."
"123","2004-03-14","inurl:admin intitle:login","This search can find administrative login pages. Not a vulnerability in and of itself, this query serves as a locator for administrative areas of a site. Further investigation of the surrounding directories can often reveal interesting information."
"125","2004-03-16","filetype:asp """"Custom Error Message"""" Category Source","This is an ASP error message that can reveal information such as compiler used, language used, line numbers, program names and partial source code."
